track_title	word	album	n
Bohemian Rhapsody	shivers	A Night At The Opera	1
Bohemian Rhapsody	silhouetto	A Night At The Opera	1
Bohemian Rhapsody	skies	A Night At The Opera	1
Bohemian Rhapsody	spare	A Night At The Opera	1
Bohemian Rhapsody	spine	A Night At The Opera	1
Bohemian Rhapsody	spit	A Night At The Opera	1
Bohemian Rhapsody	stone	A Night At The Opera	1
Bohemian Rhapsody	sympathy	A Night At The Opera	1
Bohemian Rhapsody	thrown	A Night At The Opera	1
Bohemian Rhapsody	thunderbolt	A Night At The Opera	1
Bohemian Rhapsody	time	A Night At The Opera	3
Bohemian Rhapsody	tomorrow	A Night At The Opera	1
Bohemian Rhapsody	trigger	A Night At The Opera	1
Bohemian Rhapsody	truth	A Night At The Opera	1
Bohemian Rhapsody	wanna	A Night At The Opera	1
Bohemian Rhapsody	wind	A Night At The Opera	3
Bohemian Rhapsody	yeah	A Night At The Opera	2
Brighton Rock	ages	Sheer Heart Attack	1
Brighton Rock	air	Sheer Heart Attack	2
Brighton Rock	apologize	Sheer Heart Attack	1
Brighton Rock	avail	Sheer Heart Attack	1
Brighton Rock	breathing	Sheer Heart Attack	1
Brighton Rock	compromised	Sheer Heart Attack	1
Brighton Rock	crumble	Sheer Heart Attack	1
Brighton Rock	day	Sheer Heart Attack	1
Brighton Rock	decorously	Sheer Heart Attack	1
Brighton Rock	disarray	Sheer Heart Attack	1
Brighton Rock	discover	Sheer Heart Attack	2
Brighton Rock	erase	Sheer Heart Attack	1
Brighton Rock	ere	Sheer Heart Attack	1
Brighton Rock	everyday	Sheer Heart Attack	1
Brighton Rock	farewell	Sheer Heart Attack	1
Brighton Rock	gay	Sheer Heart Attack	1
Brighton Rock	happy	Sheer Heart Attack	2
Brighton Rock	holiday	Sheer Heart Attack	2
Brighton Rock	holidays	Sheer Heart Attack	1
Brighton Rock	illuminations	Sheer Heart Attack	1
Brighton Rock	jenny	Sheer Heart Attack	3
Brighton Rock	jimmy	Sheer Heart Attack	1
Brighton Rock	lady	Sheer Heart Attack	2
Brighton Rock	laid	Sheer Heart Attack	1
Brighton Rock	letter	Sheer Heart Attack	1
Brighton Rock	love	Sheer Heart Attack	3
Brighton Rock	magic	Sheer Heart Attack	3
Brighton Rock	met	Sheer Heart Attack	1
Brighton Rock	moon	Sheer Heart Attack	1
Brighton Rock	mother	Sheer Heart Attack	1
Brighton Rock	mum	Sheer Heart Attack	1
Brighton Rock	na	Sheer Heart Attack	2
Brighton Rock	neath	Sheer Heart Attack	1
Brighton Rock	pair	Sheer Heart Attack	1
Brighton Rock	people	Sheer Heart Attack	1
Brighton Rock	pines	Sheer Heart Attack	1
Brighton Rock	pray	Sheer Heart Attack	1
Brighton Rock	promenade	Sheer Heart Attack	1
Brighton Rock	public	Sheer Heart Attack	1
Brighton Rock	rock	Sheer Heart Attack	1
Brighton Rock	shine	Sheer Heart Attack	1
Brighton Rock	spell	Sheer Heart Attack	1
Brighton Rock	spent	Sheer Heart Attack	2
Brighton Rock	stay	Sheer Heart Attack	1
Brighton Rock	talk	Sheer Heart Attack	1
Brighton Rock	tarry	Sheer Heart Attack	1
Brighton Rock	weave	Sheer Heart Attack	1
Brighton Rock	writes	Sheer Heart Attack	1
Bring Back That Leroy Brown	alive	Sheer Heart Attack	1
Bring Back That Leroy Brown	babe	Sheer Heart Attack	2
Bring Back That Leroy Brown	bad	Sheer Heart Attack	8
Bring Back That Leroy Brown	baddy	Sheer Heart Attack	1
Bring Back That Leroy Brown	belle	Sheer Heart Attack	1
Bring Back That Leroy Brown	bet	Sheer Heart Attack	1
Bring Back That Leroy Brown	bill	Sheer Heart Attack	1
Bring Back That Leroy Brown	bitty	Sheer Heart Attack	1
Bring Back That Leroy Brown	bottom	Sheer Heart Attack	1
Bring Back That Leroy Brown	boy	Sheer Heart Attack	3
Bring Back That Leroy Brown	brains	Sheer Heart Attack	1
Bring Back That Leroy Brown	breakdown	Sheer Heart Attack	2
Bring Back That Leroy Brown	bring	Sheer Heart Attack	22
Bring Back That Leroy Brown	brown	Sheer Heart Attack	10
Bring Back That Leroy Brown	care	Sheer Heart Attack	1
Bring Back That Leroy Brown	caused	Sheer Heart Attack	1
Bring Back That Leroy Brown	chile	Sheer Heart Attack	1
Bring Back That Leroy Brown	common	Sheer Heart Attack	1
Bring Back That Leroy Brown	cool	Sheer Heart Attack	1
Bring Back That Leroy Brown	cutie	Sheer Heart Attack	1
Bring Back That Leroy Brown	daddy	Sheer Heart Attack	1
Bring Back That Leroy Brown	dead	Sheer Heart Attack	1
Bring Back That Leroy Brown	dollar	Sheer Heart Attack	2
Bring Back That Leroy Brown	elected	Sheer Heart Attack	1
Bring Back That Leroy Brown	fine	Sheer Heart Attack	1
Bring Back That Leroy Brown	getty	Sheer Heart Attack	1
Bring Back That Leroy Brown	gonna	Sheer Heart Attack	1
Bring Back That Leroy Brown	gotta	Sheer Heart Attack	3
Bring Back That Leroy Brown	gratitude	Sheer Heart Attack	1
Bring Back That Leroy Brown	head	Sheer Heart Attack	1
Bring Back That Leroy Brown	heat	Sheer Heart Attack	1
Bring Back That Leroy Brown	hit	Sheer Heart Attack	2
Bring Back That Leroy Brown	honey	Sheer Heart Attack	1
Bring Back That Leroy Brown	hoo	Sheer Heart Attack	1
Bring Back That Leroy Brown	jail	Sheer Heart Attack	1
Bring Back That Leroy Brown	latitude	Sheer Heart Attack	1
Bring Back That Leroy Brown	leather	Sheer Heart Attack	1
Bring Back That Leroy Brown	leroy	Sheer Heart Attack	14
Bring Back That Leroy Brown	leroy's	Sheer Heart Attack	1
Bring Back That Leroy Brown	lot	Sheer Heart Attack	1
Bring Back That Leroy Brown	lulu	Sheer Heart Attack	1
Bring Back That Leroy Brown	mama	Sheer Heart Attack	1
Bring Back That Leroy Brown	met	Sheer Heart Attack	1
Bring Back That Leroy Brown	mighty	Sheer Heart Attack	1
Bring Back That Leroy Brown	mistaken	Sheer Heart Attack	1
Bring Back That Leroy Brown	money	Sheer Heart Attack	1
Bring Back That Leroy Brown	nervous	Sheer Heart Attack	2
Bring Back That Leroy Brown	ninety	Sheer Heart Attack	1
Bring Back That Leroy Brown	ooo	Sheer Heart Attack	1
Bring Back That Leroy Brown	pie	Sheer Heart Attack	1
Bring Back That Leroy Brown	playboy	Sheer Heart Attack	1
Bring Back That Leroy Brown	president	Sheer Heart Attack	2
Bring Back That Leroy Brown	rid	Sheer Heart Attack	1
Bring Back That Leroy Brown	sensation	Sheer Heart Attack	1
Bring Back That Leroy Brown	sense	Sheer Heart Attack	1
Bring Back That Leroy Brown	sentence	Sheer Heart Attack	1
Bring Back That Leroy Brown	shade	Sheer Heart Attack	1
Bring Back That Leroy Brown	shammy	Sheer Heart Attack	1
Bring Back That Leroy Brown	shimmy	Sheer Heart Attack	1
Bring Back That Leroy Brown	shoot	Sheer Heart Attack	1
Bring Back That Leroy Brown	shotgun	Sheer Heart Attack	1
Bring Back That Leroy Brown	smile	Sheer Heart Attack	1
Bring Back That Leroy Brown	stand	Sheer Heart Attack	1
Bring Back That Leroy Brown	station	Sheer Heart Attack	1
Bring Back That Leroy Brown	steady	Sheer Heart Attack	1
Bring Back That Leroy Brown	step	Sheer Heart Attack	1
Bring Back That Leroy Brown	style	Sheer Heart Attack	1
Bring Back That Leroy Brown	time	Sheer Heart Attack	2
Bring Back That Leroy Brown	town	Sheer Heart Attack	1
Bring Back That Leroy Brown	weather	Sheer Heart Attack	1
Bring Back That Leroy Brown	woo	Sheer Heart Attack	9
Bring Back That Leroy Brown	yeah	Sheer Heart Attack	11
Dead on Time	ahead	Jazz	2
Dead on Time	alive	Jazz	1
Dead on Time	battle	Jazz	1
Dead on Time	business	Jazz	2
Dead on Time	ceilin	Jazz	1
Dead on Time	clap	Jazz	1
Dead on Time	compromise	Jazz	1
Dead on Time	crazy	Jazz	1
Dead on Time	dead	Jazz	2
Dead on Time	fight	Jazz	1
Dead on Time	fool	Jazz	4
Dead on Time	gonna	Jazz	2
Dead on Time	gotta	Jazz	9
Dead on Time	hammerin	Jazz	1
Dead on Time	hangin	Jazz	1
Dead on Time	happy	Jazz	1
Dead on Time	head	Jazz	1
Dead on Time	hey	Jazz	4
Dead on Time	highway	Jazz	1
Dead on Time	honey	Jazz	2
Dead on Time	hurry	Jazz	7
Dead on Time	jumpin	Jazz	1
Dead on Time	laid	Jazz	1
Dead on Time	land	Jazz	1
Dead on Time	leave	Jazz	38
Dead on Time	lies	Jazz	1
Dead on Time	livin	Jazz	1
Dead on Time	matter	Jazz	1
Dead on Time	minute	Jazz	2
Dead on Time	money	Jazz	2
Dead on Time	na	Jazz	2
Dead on Time	ooh	Jazz	1
Dead on Time	paid	Jazz	2
Dead on Time	past	Jazz	1
Dead on Time	people	Jazz	1
Dead on Time	pocket	Jazz	1
Dead on Time	rattle	Jazz	1
Dead on Time	reason	Jazz	1
Dead on Time	red	Jazz	1
Dead on Time	rich	Jazz	1
Dead on Time	road	Jazz	1
Dead on Time	round	Jazz	1
Dead on Time	running	Jazz	1
Dead on Time	shake	Jazz	1
Dead on Time	stampin	Jazz	1
Dead on Time	staring	Jazz	1
Dead on Time	tellin	Jazz	1
Dead on Time	thunder	Jazz	1
Dead on Time	ticket	Jazz	2
Dead on Time	time	Jazz	36
Dead on Time	walls	Jazz	1
Dead on Time	wanna	Jazz	2
Dead on Time	ya	Jazz	1
Dead on Time	yeah	Jazz	2
Dear Friends	anew	Sheer Heart Attack	1
Dear Friends	blow	Sheer Heart Attack	1
Dear Friends	crying	Sheer Heart Attack	1
Dear Friends	dare	Sheer Heart Attack	1
Dear Friends	dear	Sheer Heart Attack	1
Dear Friends	dream	Sheer Heart Attack	1
Dear Friends	dwell	Sheer Heart Attack	1
Dear Friends	friends	Sheer Heart Attack	1
Dear Friends	gloom	Sheer Heart Attack	1
Dear Friends	hopes	Sheer Heart Attack	1
Dear Friends	life	Sheer Heart Attack	1
Dear Friends	lost	Sheer Heart Attack	1
Dear Friends	love	Sheer Heart Attack	3
Dear Friends	rise	Sheer Heart Attack	1
Dear Friends	sleep	Sheer Heart Attack	1
Dear Friends	start	Sheer Heart Attack	1
Dear Friends	tears	Sheer Heart Attack	1
Dear Friends	there'll	Sheer Heart Attack	1
Dear Friends	wind	Sheer Heart Attack	1
Dear Friends	won	Sheer Heart Attack	1
Death on Two Legs (Dedicated to...)	ah	A Night At The Opera	2
Death on Two Legs (Dedicated to...)	air	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	ass	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	bad	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	balloon	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	barrow	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	blood	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	boy	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	brain	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	breach	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	break	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	business	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	cesspool	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	conscience	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	cronies	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	damn	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	deal	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	death	A Night At The Opera	4
Death on Two Legs (Dedicated to...)	decaying	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	disease	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	division	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	dog	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	feel	A Night At The Opera	6
Death on Two Legs (Dedicated to...)	fin	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	fools	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	found	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	fry	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	goodbye	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	guy	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	heart	A Night At The Opera	2
Death on Two Legs (Dedicated to...)	hide	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	hot	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	hurts	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	insane	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	inside	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	killjoy	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	king	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	kiss	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	law	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	leech	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	legs	A Night At The Opera	4
Death on Two Legs (Dedicated to...)	minded	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	misguided	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	money	A Night At The Opera	2
Death on Two Legs (Dedicated to...)	mouth	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	mule	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	na	A Night At The Opera	2
Death on Two Legs (Dedicated to...)	narrow	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	night	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	null	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	overgrown	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	pigheaded	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	plague	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	pride	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	rat	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	replace	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	rules	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	satisfied	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	schoolboy	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	screw	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	sewer	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	shark	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	sleaze	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	start	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	suck	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	suicide	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	talk	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	talkin	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	tan	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	tearing	A Night At The Opera	2
Death on Two Legs (Dedicated to...)	till	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	toy	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	tycoon	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	unemployed	A Night At The Opera	1
Death on Two Legs (Dedicated to...)	void	A Night At The Opera	1
Doing All Right	ah	Queen	4
Doing All Right	doin	Queen	2
Doing All Right	feeling	Queen	1
Doing All Right	god	Queen	1
Doing All Right	hide	Queen	1
Doing All Right	joy	Queen	1
Doing All Right	jumped	Queen	1
Doing All Right	life	Queen	2
Doing All Right	ooh	Queen	1
Doing All Right	round	Queen	1
Doing All Right	ruin	Queen	2
Doing All Right	sinking	Queen	1
Doing All Right	skies	Queen	1
Doing All Right	sorrow	Queen	1
Doing All Right	sun	Queen	2
Doing All Right	time	Queen	2
Doing All Right	tomorrow	Queen	1
Doing All Right	waiting	Queen	3
Doing All Right	words	Queen	1
Doing All Right	world	Queen	1
Doing All Right	yesterday	Queen	2
Don't Stop Me Now	ah	Jazz	11
Don't Stop Me Now	alive	Jazz	1
Don't Stop Me Now	alright	Jazz	1
Don't Stop Me Now	atom	Jazz	1
Don't Stop Me Now	ball	Jazz	2
Don't Stop Me Now	bomb	Jazz	1
Don't Stop Me Now	burning	Jazz	3
Don't Stop Me Now	call	Jazz	5
Don't Stop Me Now	car	Jazz	1
Don't Stop Me Now	collision	Jazz	1
Don't Stop Me Now	control	Jazz	1
Don't Stop Me Now	da	Jazz	12
Don't Stop Me Now	defying	Jazz	1
Don't Stop Me Now	degrees	Jazz	3
Don't Stop Me Now	ecstasy	Jazz	1
Don't Stop Me Now	explode	Jazz	1
Don't Stop Me Now	fahrenheit	Jazz	3
Don't Stop Me Now	feel	Jazz	1
Don't Stop Me Now	floating	Jazz	1
Don't Stop Me Now	godiva	Jazz	1
Don't Stop Me Now	gonna	Jazz	2
Don't Stop Me Now	gravity	Jazz	1
Don't Stop Me Now	hey	Jazz	4
Don't Stop Me Now	honey	Jazz	1
Don't Stop Me Now	hundred	Jazz	3
Don't Stop Me Now	inside	Jazz	1
Don't Stop Me Now	lady	Jazz	1
Don't Stop Me Now	laws	Jazz	1
Don't Stop Me Now	leaping	Jazz	1
Don't Stop Me Now	light	Jazz	3
Don't Stop Me Now	loose	Jazz	1
Don't Stop Me Now	machine	Jazz	1
Don't Stop Me Now	mars	Jazz	1
Don't Stop Me Now	mister	Jazz	3
Don't Stop Me Now	na	Jazz	1
Don't Stop Me Now	ooh	Jazz	9
Don't Stop Me Now	outta	Jazz	2
Don't Stop Me Now	passing	Jazz	1
Don't Stop Me Now	racing	Jazz	1
Don't Stop Me Now	ready	Jazz	1
Don't Stop Me Now	real	Jazz	1
Don't Stop Me Now	reload	Jazz	1
Don't Stop Me Now	rocket	Jazz	1
Don't Stop Me Now	satellite	Jazz	1
Don't Stop Me Now	sex	Jazz	1
Don't Stop Me Now	ship	Jazz	1
Don't Stop Me Now	shooting	Jazz	1
Don't Stop Me Now	sky	Jazz	4
Don't Stop Me Now	speed	Jazz	3
Don't Stop Me Now	star	Jazz	1
Don't Stop Me Now	stop	Jazz	21
Don't Stop Me Now	stopping	Jazz	1
Don't Stop Me Now	supersonic	Jazz	3
Don't Stop Me Now	tiger	Jazz	1
Don't Stop Me Now	time	Jazz	13
Don't Stop Me Now	tonight	Jazz	1
Don't Stop Me Now	travelling	Jazz	3
Don't Stop Me Now	wanna	Jazz	7
Don't Stop Me Now	woah	Jazz	1
Don't Stop Me Now	woman	Jazz	1
Don't Stop Me Now	world	Jazz	1
Don't Stop Me Now	yeah	Jazz	9
Dreamer's Ball	42nd	Jazz	1
Dreamer's Ball	aching	Jazz	1
Dreamer's Ball	baby	Jazz	2
Dreamer's Ball	ball	Jazz	6
Dreamer's Ball	barely	Jazz	1
Dreamer's Ball	boy	Jazz	1
Dreamer's Ball	broken	Jazz	1
Dreamer's Ball	d'you	Jazz	1
Dreamer's Ball	dancing	Jazz	1
Dreamer's Ball	destroy	Jazz	1
Dreamer's Ball	downtown	Jazz	1
Dreamer's Ball	dream	Jazz	1
Dreamer's Ball	dreamer's	Jazz	1
Dreamer's Ball	dreamers	Jazz	5
Dreamer's Ball	dreaming	Jazz	1
Dreamer's Ball	dress	Jazz	1
Dreamer's Ball	fine	Jazz	1
Dreamer's Ball	found	Jazz	1
Dreamer's Ball	gently	Jazz	1
Dreamer's Ball	gonna	Jazz	1
Dreamer's Ball	hey	Jazz	1
Dreamer's Ball	hmm	Jazz	1
Dreamer's Ball	hold	Jazz	1
Dreamer's Ball	honey	Jazz	2
Dreamer's Ball	joy	Jazz	1
Dreamer's Ball	left	Jazz	1
Dreamer's Ball	life	Jazz	1
Dreamer's Ball	love	Jazz	1
Dreamer's Ball	meet	Jazz	2
Dreamer's Ball	morning	Jazz	1
Dreamer's Ball	na	Jazz	1
Dreamer's Ball	partner	Jazz	1
Dreamer's Ball	perceptible	Jazz	1
Dreamer's Ball	playing	Jazz	1
Dreamer's Ball	plaything	Jazz	1
Dreamer's Ball	pride	Jazz	1
Dreamer's Ball	promise	Jazz	1
Dreamer's Ball	remember	Jazz	2
Dreamer's Ball	sleep	Jazz	1
Dreamer's Ball	slightest	Jazz	1
Dreamer's Ball	smile	Jazz	1
Dreamer's Ball	street	Jazz	1
Dreamer's Ball	taking	Jazz	1
Dreamer's Ball	til	Jazz	1
Dreamer's Ball	time	Jazz	1
Dreamer's Ball	told	Jazz	1
Dreamer's Ball	toy	Jazz	1
Dreamer's Ball	true	Jazz	1
Dreamer's Ball	wake	Jazz	1
Dreamer's Ball	waking	Jazz	1
Dreamer's Ball	whisper	Jazz	1
Dreamer's Ball	worry	Jazz	1
Dreamer's Ball	worthwhile	Jazz	1
Drowse	afternoon	A Day At The Races	1
Drowse	aged	A Day At The Races	1
Drowse	alternatives	A Day At The Races	1
Drowse	armchair	A Day At The Races	1
Drowse	bleak	A Day At The Races	1
Drowse	bored	A Day At The Races	1
Drowse	boy	A Day At The Races	2
Drowse	breakfast	A Day At The Races	1
Drowse	brian	A Day At The Races	1
Drowse	brighter	A Day At The Races	1
Drowse	broaden	A Day At The Races	1
